Timestamp,"What is your major? (Double majors please pick your ""primary"" major.)",Which of the following do you prefer?,Have you taken a probability and statistics course before?,Which of the following best describes your current feeling about EK381?,What is your preferred caffeine source?,At what age did you get your first smartphone?,"How many countries have you visited? (Please provide your answer as a number, not a list of countries.)","Rate the following movies. (A bit of a random mix, but hopefully you've heard of most of them.) [Loved it! ]","Rate the following movies. (A bit of a random mix, but hopefully you've heard of most of them.) [Liked it.]","Rate the following movies. (A bit of a random mix, but hopefully you've heard of most of them.) [Just OK.]","Rate the following movies. (A bit of a random mix, but hopefully you've heard of most of them.) [Didn't like it.]","Rate the following movies. (A bit of a random mix, but hopefully you've heard of most of them.) [Hated it!]","Rate the following movies. (A bit of a random mix, but hopefully you've heard of most of them.) [Never seen it.]",Optional: What was an aspect of a previous course that really helped you succeed?,How would you rate your understanding of Python programming?,Optional: Any suggestions for how we can make this a good semester?
9/2/2024 19:16:54,BME,Pen-and-paper math,No,Hoping to get a good grade.,Energy Drink,10,17,"Barbie, Knives Out","Interstellar, Jurassic Park, Back to the Future",,,Dune,"Avengers: Endgame, Booksmart, Deadpool and Wolverine, Die Hard, Encanto, Everything Everywhere All at Once, Get Out, Inside Out 2, Lady Bird",Being able to watch lectures before hand. And getting study guides to help us practice questions ,I have never used Python.,
9/2/2024 19:19:29,BME,"Collecting data (in a ""wet lab"" or other setting)",No,Just want to get through the semester.,Coffee,12,20,,"Avengers: Endgame, Everything Everywhere All at Once","Barbie, Dune, Encanto",,,"Booksmart, Deadpool and Wolverine, Die Hard",,I have never used Python.,
9/2/2024 19:20:47,CE,Programming algorithms,No,Excited to learn about machine learning and data analysis.,Coffee,15,14,"Barbie, Interstellar","Avengers: Endgame, Die Hard, Dune, Get Out, Jurassic Park, Back to the Future, Knives Out, Lady Bird, Spider-Man: Into the Spiderverse, To All The Boys I've Loved","Encanto, Everything Everywhere All at Once, Inside Out 2",,,"Booksmart, Deadpool and Wolverine, Mad Max: Fury Road, My Neighbor Totoro, Oppenheimer, Star Wars: A New Hope, The Matrix",,Beginner,
9/2/2024 19:31:17,ME,Pen-and-paper math,No,Just want to get through the semester.,Energy Drink,12,2,,,,,,,,Competent,
9/2/2024 19:39:54,CE,Pen-and-paper math,No,Just want to get through the semester.,Tea,12,18,"Avengers: Endgame, Barbie, Booksmart","Dune, Everything Everywhere All at Once",,,,"Deadpool and Wolverine, Die Hard, Encanto",Kind professors.,Competent,
9/2/2024 19:52:32,BME,Programming algorithms,Yes,Excited to learn foundational probability/statistics concepts.,Coffee,10,32,"Avengers: Endgame, Everything Everywhere All at Once",Deadpool and Wolverine,Barbie,Dune,,"Booksmart, Die Hard, Encanto",,Competent,
9/2/2024 20:43:14,BME,Pen-and-paper math,No,Hoping to get a good grade.,Tea,12,8,"Avengers: Endgame, Deadpool and Wolverine, Dune","Oppenheimer, The Matrix","Die Hard, Encanto, Spider-Man: Into the Spiderverse","Barbie, Star Wars: A New Hope",,"Booksmart, Everything Everywhere All at Once, Get Out, Inside Out 2, Interstellar, Jurassic Park, Back to the Future, Knives Out, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Poor Things, To All The Boys I've Loved",,Beginner,
9/2/2024 20:43:48,BME,"Collecting data (in a ""wet lab"" or other setting)",No,Excited to learn about machine learning and data analysis.,Coffee,12,13,"Barbie, Booksmart, Get Out, Lady Bird","Inside Out 2, Knives Out, Oppenheimer, Spider-Man: Into the Spiderverse, Star Wars: A New Hope","Die Hard, Jurassic Park, Back to the Future",,,"Avengers: Endgame, Deadpool and Wolverine, Dune, Encanto, Everything Everywhere All at Once, Interstellar, Mad Max: Fury Road, My Neighbor Totoro, Poor Things, The Matrix, To All The Boys I've Loved",practice problems covered in lecture/discussion sections,I have never used Python.,
9/2/2024 20:48:18,BME,Pen-and-paper math,No,Just want to get through the semester.,Coffee,13,6,,Barbie,,,,"Avengers: Endgame, Booksmart, Deadpool and Wolverine, Die Hard, Dune, Encanto, Everything Everywhere All at Once",Office hours,I have never used Python.,
9/2/2024 20:52:34,ME,"Collecting data (in a ""wet lab"" or other setting)",No,Excited to learn foundational probability/statistics concepts.,Coffee,13,13,Avengers: Endgame,Dune,Barbie,,,"Booksmart, Deadpool and Wolverine, Die Hard, Encanto, Everything Everywhere All at Once",,Beginner,
9/2/2024 20:52:48,BME,Pen-and-paper math,Yes,Hoping to get a good grade.,Coffee,12,1,"Avengers: Endgame, Deadpool and Wolverine","Barbie, Encanto",,,,"Booksmart, Die Hard, Dune, Everything Everywhere All at Once",,Competent,
9/2/2024 21:04:44,BME,"Collecting data (in a ""wet lab"" or other setting)",Yes,Excited to learn about machine learning and data analysis.,Tea,12,6,"Avengers: Endgame, Everything Everywhere All at Once","Barbie, Deadpool and Wolverine, Dune",Encanto,,,"Booksmart, Die Hard",recorded lectures,Beginner,
9/2/2024 21:15:17,BME,"Collecting data (in a ""wet lab"" or other setting)",No,Hoping to get a good grade.,Coffee,10,2,"Avengers: Endgame, Barbie, Deadpool and Wolverine, Dune, Everything Everywhere All at Once, Get Out, Interstellar, Jurassic Park, Back to the Future, Knives Out, Mad Max: Fury Road, Oppenheimer, Spider-Man: Into the Spiderverse, Star Wars: A New Hope, The Matrix","Die Hard, Encanto",To All The Boys I've Loved,,,"Booksmart, Inside Out 2, Lady Bird, My Neighbor Totoro, Poor Things",When lectures felt like they were being used efficiently by the professor (not just reading off slides and being unhelpful about questions),I have never used Python.,
9/2/2024 21:22:48,ME,Pen-and-paper math,No,Hoping to get a good grade.,Soda,14,2,"Barbie, Booksmart, Die Hard, To All The Boys I've Loved","Avengers: Endgame, Deadpool and Wolverine, Dune, Encanto, Knives Out, Spider-Man: Into the Spiderverse","Interstellar, Jurassic Park, Star Wars: A New Hope",Inside Out 2,,"Everything Everywhere All at Once, Get Out, Back to the Future, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Oppenheimer, Poor Things, The Matrix",going to office hours and asking questions,I have never used Python.,
9/2/2024 21:24:02,CE,Pen-and-paper math,No,Excited to learn about machine learning and data analysis.,Coffee,10,7,"Avengers: Endgame, Die Hard, Dune, Interstellar, Back to the Future, Oppenheimer, Poor Things, Spider-Man: Into the Spiderverse, Star Wars: A New Hope, The Matrix","Deadpool and Wolverine, Get Out, Jurassic Park, Knives Out, Lady Bird, My Neighbor Totoro",,,,"Barbie, Booksmart, Encanto, Everything Everywhere All at Once, Inside Out 2, Mad Max: Fury Road, To All The Boys I've Loved",in person problem solving,Competent,
9/2/2024 21:24:32,CE,Programming algorithms,Yes,Excited to learn about machine learning and data analysis.,Tea,12,2,Barbie,"Avengers: Endgame, Interstellar, To All The Boys I've Loved",Spider-Man: Into the Spiderverse,,,"Booksmart, Deadpool and Wolverine, Die Hard, Dune, Encanto, Everything Everywhere All at Once, Get Out, Inside Out 2, Jurassic Park, Back to the Future, Knives Out, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Oppenheimer, Poor Things, Star Wars: A New Hope, The Matrix",,Competent,
9/2/2024 21:25:36,CE,Programming algorithms,Yes,Hoping to get a good grade.,Coffee,12,8,"Avengers: Endgame, Dune, Interstellar, My Neighbor Totoro, Oppenheimer","Barbie, Deadpool and Wolverine, Die Hard, Get Out, Jurassic Park, Back to the Future, Knives Out, Spider-Man: Into the Spiderverse, Star Wars: A New Hope, The Matrix","Encanto, Everything Everywhere All at Once, Inside Out 2, Mad Max: Fury Road",To All The Boys I've Loved,,"Booksmart, Lady Bird, Poor Things",,Competent,
9/2/2024 21:29:25,BME,Pen-and-paper math,Yes,Excited to learn about machine learning and data analysis.,Coffee,11,2,,"Die Hard, Dune",Barbie,Encanto,,"Avengers: Endgame, Booksmart, Deadpool and Wolverine, Everything Everywhere All at Once",Lots of extra practice problems,Beginner,
9/2/2024 21:37:24,BME,Programming algorithms,No,Excited to learn about machine learning and data analysis.,Energy Drink,9,7,Avengers: Endgame,Everything Everywhere All at Once,"Barbie, Dune",Deadpool and Wolverine,,"Booksmart, Die Hard, Encanto",,Competent,
9/2/2024 21:50:58,CE,Writing reports and making presentations,Yes,Excited to learn about machine learning and data analysis.,Coffee,11,23,"Avengers: Endgame, Barbie, Dune, Everything Everywhere All at Once, Interstellar","Deadpool and Wolverine, Jurassic Park, Back to the Future, Mad Max: Fury Road","Knives Out, Oppenheimer, Poor Things, Spider-Man: Into the Spiderverse, Star Wars: A New Hope",,,"Booksmart, Die Hard, Encanto, Get Out, Inside Out 2, Lady Bird, My Neighbor Totoro, The Matrix, To All The Boys I've Loved",,Competent,
9/2/2024 21:59:56,BME,Writing reports and making presentations,Yes,Hoping to get a good grade.,Energy Drink,14,15,"Barbie, Dune","Avengers: Endgame, Booksmart",,,,"Deadpool and Wolverine, Die Hard, Encanto, Everything Everywhere All at Once",examples done in class,I have never used Python.,
9/2/2024 22:02:03,BME,"Collecting data (in a ""wet lab"" or other setting)",No,Excited to learn foundational probability/statistics concepts.,Soda,12,2,"Avengers: Endgame, Die Hard, Encanto",Deadpool and Wolverine,Everything Everywhere All at Once,,,"Barbie, Booksmart, Dune",,I have never used Python.,
9/2/2024 22:04:04,BME,"Collecting data (in a ""wet lab"" or other setting)",No,Excited to learn about machine learning and data analysis.,Coffee,13,10,"Deadpool and Wolverine, Die Hard","Barbie, Encanto",Avengers: Endgame,,,"Booksmart, Dune, Everything Everywhere All at Once",Study guide/materials,Competent,
9/2/2024 22:15:00,CE,"Collecting data (in a ""wet lab"" or other setting)",Yes,Excited to learn about machine learning and data analysis.,Energy Drink,11,5,"Barbie, Encanto, Everything Everywhere All at Once","Avengers: Endgame, Dune",,,,"Booksmart, Deadpool and Wolverine, Die Hard","Visiting office hours, and meeting with professor for better clarification",Competent,
9/2/2024 22:15:28,BME,"Collecting data (in a ""wet lab"" or other setting)",No,Hoping to get a good grade.,Energy Drink,9,10,"Inside Out 2, Star Wars: A New Hope","Avengers: Endgame, Barbie, My Neighbor Totoro, To All The Boys I've Loved",Encanto,,,"Booksmart, Deadpool and Wolverine, Die Hard, Dune, Everything Everywhere All at Once, Get Out, Interstellar, Jurassic Park, Back to the Future, Knives Out, Lady Bird, Mad Max: Fury Road, Oppenheimer, Poor Things, Spider-Man: Into the Spiderverse, The Matrix",Pre-lecture: good way to review for exams; a lot of review materials WITH answer keys,I have never used Python.,
9/2/2024 22:17:15,CE,Pen-and-paper math,No,Excited to learn about machine learning and data analysis.,Energy Drink,12,5,"Avengers: Endgame, Everything Everywhere All at Once","Die Hard, Dune",,,,"Barbie, Booksmart, Deadpool and Wolverine, Encanto",Helpful TA's and office hours,I have never used Python.,
9/2/2024 22:19:32,ME,Writing reports and making presentations,No,Excited to learn about machine learning and data analysis.,Coffee,12,4,"Barbie, Deadpool and Wolverine, Dune, Mad Max: Fury Road, Oppenheimer","Avengers: Endgame, Encanto, Inside Out 2, Jurassic Park, Spider-Man: Into the Spiderverse, To All The Boys I've Loved",,Star Wars: A New Hope,,"Booksmart, Die Hard, Everything Everywhere All at Once, Get Out, Interstellar, Back to the Future, Knives Out, Lady Bird, My Neighbor Totoro, Poor Things, The Matrix",When the professor would make a lot of examples,Competent,
9/2/2024 22:25:33,BME,Pen-and-paper math,No,Hoping to get a good grade.,Coffee,12,10,Jurassic Park,"Barbie, Interstellar, The Matrix",,,,"Avengers: Endgame, Booksmart, Deadpool and Wolverine, Die Hard, Dune, Encanto, Everything Everywhere All at Once, Get Out, Inside Out 2, Back to the Future, Knives Out, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Oppenheimer, Poor Things, Spider-Man: Into the Spiderverse, Star Wars: A New Hope, To All The Boys I've Loved",open note exams,Beginner,
9/2/2024 22:25:45,BME,Pen-and-paper math,Yes,Hoping to get a good grade.,Soda,12,7,"Avengers: Endgame, Interstellar, Jurassic Park, My Neighbor Totoro, Spider-Man: Into the Spiderverse","Barbie, Dune, Encanto, Everything Everywhere All at Once, Knives Out, To All The Boys I've Loved",Deadpool and Wolverine,,,"Booksmart, Die Hard, Get Out, Inside Out 2, Back to the Future, Lady Bird, Mad Max: Fury Road, Oppenheimer, Poor Things, Star Wars: A New Hope, The Matrix",Lots of practice problems and office hours really helped me succeed in previous courses.,Beginner,
9/2/2024 22:27:28,BME,Programming algorithms,Yes,Excited to learn about machine learning and data analysis.,Tea,7,18,"Avengers: Endgame, Inside Out 2, Interstellar, Spider-Man: Into the Spiderverse, Star Wars: A New Hope, The Matrix","Die Hard, Get Out, Jurassic Park, Back to the Future, Knives Out, Lady Bird, My Neighbor Totoro, To All The Boys I've Loved",,,,"Barbie, Booksmart, Deadpool and Wolverine, Dune, Encanto, Everything Everywhere All at Once, Mad Max: Fury Road, Oppenheimer, Poor Things",,Beginner,
9/2/2024 22:28:23,CE,Pen-and-paper math,Yes,Excited to learn about machine learning and data analysis.,Tea,12,2,"Avengers: Endgame, Deadpool and Wolverine, Interstellar, Back to the Future, Spider-Man: Into the Spiderverse","Die Hard, Dune, Everything Everywhere All at Once, Jurassic Park, The Matrix",Oppenheimer,,,"Barbie, Booksmart, Encanto, Get Out, Inside Out 2, Knives Out, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Poor Things, Star Wars: A New Hope, To All The Boys I've Loved",,Beginner,
9/2/2024 22:33:35,BME,Pen-and-paper math,Yes,Excited to learn foundational probability/statistics concepts.,Coffee,12,20,Avengers: Endgame,Barbie,"Encanto, Everything Everywhere All at Once",,,"Booksmart, Deadpool and Wolverine, Die Hard, Dune","Not procrastinating, doing the HW the same day, and mostly asking questions.",Beginner,
9/2/2024 22:37:27,ME,Pen-and-paper math,No,Excited to learn foundational probability/statistics concepts.,I don't drink caffeinated drinks.,10,2,"Avengers: Endgame, Everything Everywhere All at Once",,,Barbie,,"Booksmart, Deadpool and Wolverine, Die Hard, Dune, Encanto",Practice problems with solutions being released a couple days later.,Beginner,
9/2/2024 22:58:02,ME,Pen-and-paper math,No,Excited to learn foundational probability/statistics concepts.,Energy Drink,11,3,"Avengers: Endgame, Deadpool and Wolverine, Interstellar, The Matrix",Jurassic Park,"Barbie, Dune, Encanto, Inside Out 2, Back to the Future, Knives Out",To All The Boys I've Loved,,"Booksmart, Die Hard, Everything Everywhere All at Once, Get Out, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Oppenheimer, Poor Things, Spider-Man: Into the Spiderverse, Star Wars: A New Hope",Taking advantage of office hours help,Beginner,
9/2/2024 23:00:40,CE,Pen-and-paper math,No,Excited to learn foundational probability/statistics concepts.,Energy Drink,10,5,"Avengers: Endgame, Deadpool and Wolverine, Dune, Spider-Man: Into the Spiderverse","Barbie, Back to the Future",,,,"Booksmart, Die Hard, Encanto, Everything Everywhere All at Once, Get Out, Inside Out 2, Interstellar, Jurassic Park, Knives Out, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Oppenheimer, Poor Things, Star Wars: A New Hope, The Matrix, To All The Boys I've Loved",,I have never used Python.,
9/2/2024 23:06:26,ME,Pen-and-paper math,No,Excited to learn foundational probability/statistics concepts.,Coffee,11,2,"Barbie, Dune",,"Avengers: Endgame, Die Hard",,,"Booksmart, Deadpool and Wolverine, Encanto, Everything Everywhere All at Once",Practice problems with step by step solutions to reference,I have never used Python.,
9/2/2024 23:07:43,ME,Programming algorithms,No,Excited to learn foundational probability/statistics concepts.,I don't drink caffeinated drinks.,13,20,"Avengers: Endgame, Everything Everywhere All at Once","Dune, Encanto",,,,"Barbie, Booksmart, Deadpool and Wolverine, Die Hard",Taking things step by step and going in depth ,Competent,
9/2/2024 23:19:51,ME,Pen-and-paper math,No,Hoping to get a good grade.,Coffee,13,3,"Avengers: Endgame, Deadpool and Wolverine, Back to the Future, Knives Out, Spider-Man: Into the Spiderverse","Barbie, Encanto, Jurassic Park, Star Wars: A New Hope",Inside Out 2,,,"Booksmart, Die Hard, Dune, Everything Everywhere All at Once, Get Out, Interstellar, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Oppenheimer, Poor Things, The Matrix, To All The Boys I've Loved",Homework leading to discussions leading to exam material in a nice flow.,Beginner,
9/2/2024 23:28:11,BME,Pen-and-paper math,No,Hoping to get a good grade.,I don't drink caffeinated drinks.,12,15,,,,,,"Avengers: Endgame, Barbie, Booksmart, Deadpool and Wolverine, Die Hard, Dune, Encanto, Everything Everywhere All at Once",,I have never used Python.,
9/2/2024 23:32:16,ME,Pen-and-paper math,No,Excited to learn foundational probability/statistics concepts.,Soda,13,6,"Avengers: Endgame, Encanto",Deadpool and Wolverine,,Barbie,,"Booksmart, Die Hard, Dune, Everything Everywhere All at Once",,Beginner,
9/2/2024 23:40:27,CE,"Collecting data (in a ""wet lab"" or other setting)",No,Hoping to get a good grade.,I don't drink caffeinated drinks.,11,14,Avengers: Endgame,"Deadpool and Wolverine, Die Hard, Dune","Booksmart, Encanto",Barbie,,Everything Everywhere All at Once,,Competent,
9/2/2024 23:44:12,ME,Pen-and-paper math,No,Just want to get through the semester.,Energy Drink,13,12,"Avengers: Endgame, Deadpool and Wolverine, Oppenheimer, Spider-Man: Into the Spiderverse, Star Wars: A New Hope","Barbie, Jurassic Park, The Matrix",,,,"Booksmart, Die Hard, Dune, Encanto, Everything Everywhere All at Once, Get Out, Inside Out 2, Interstellar, Back to the Future, Knives Out, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Poor Things, To All The Boys I've Loved",,Competent,
9/3/2024 0:07:28,BME,"Collecting data (in a ""wet lab"" or other setting)",No,Excited to learn foundational probability/statistics concepts.,Tea,13,9,,"Barbie, Die Hard",,,,"Avengers: Endgame, Booksmart, Deadpool and Wolverine, Dune, Encanto, Everything Everywhere All at Once",,Beginner,
9/3/2024 0:32:30,ME,Pen-and-paper math,Yes,Excited to learn foundational probability/statistics concepts.,Energy Drink,13,4,,"Die Hard, Dune","Avengers: Endgame, Barbie",Everything Everywhere All at Once,,"Booksmart, Deadpool and Wolverine, Encanto",,Beginner,
9/3/2024 0:44:58,BME,Programming algorithms,No,Excited to learn foundational probability/statistics concepts.,Coffee,15,14,"Die Hard, Jurassic Park, Knives Out",,"Barbie, Inside Out 2, Interstellar, Lady Bird, Spider-Man: Into the Spiderverse, To All The Boys I've Loved",Everything Everywhere All at Once,,"Avengers: Endgame, Booksmart, Deadpool and Wolverine, Dune, Encanto, Get Out, Back to the Future, Mad Max: Fury Road, My Neighbor Totoro, Oppenheimer, Poor Things, Star Wars: A New Hope, The Matrix",Interaction between the professor and the students,I have never used Python.,
9/3/2024 0:51:39,BME,"Collecting data (in a ""wet lab"" or other setting)",No,Hoping to get a good grade.,Coffee,14,3,"Deadpool and Wolverine, Die Hard, Dune, Encanto",Avengers: Endgame,Barbie,Booksmart,,Everything Everywhere All at Once,IDk,I have never used Python.,
9/3/2024 1:02:28,BME,Pen-and-paper math,No,Excited to learn about machine learning and data analysis.,Coffee,15,5,Avengers: Endgame,"Deadpool and Wolverine, Encanto",Everything Everywhere All at Once,Barbie,,"Booksmart, Die Hard, Dune",,I have never used Python.,
9/3/2024 1:34:54,BME,"Collecting data (in a ""wet lab"" or other setting)",No,Excited to learn about machine learning and data analysis.,Coffee,14,5,,,Barbie,Avengers: Endgame,,"Booksmart, Deadpool and Wolverine",Great discussion sections ,I have never used Python.,
9/3/2024 5:12:35,BME,"Collecting data (in a ""wet lab"" or other setting)",No,Excited to learn about machine learning and data analysis.,Energy Drink,11,8,"Avengers: Endgame, Interstellar, My Neighbor Totoro, Oppenheimer, Star Wars: A New Hope","Die Hard, Spider-Man: Into the Spiderverse, The Matrix","Get Out, Jurassic Park, Back to the Future",,,"Barbie, Booksmart, Deadpool and Wolverine, Dune, Encanto, Everything Everywhere All at Once, Inside Out 2, Knives Out, Lady Bird, Mad Max: Fury Road, Poor Things, To All The Boys I've Loved",,Beginner,
9/3/2024 7:43:22,BME,Pen-and-paper math,No,Excited to learn foundational probability/statistics concepts.,Coffee,12,8,,"Inside Out 2, Interstellar, Back to the Future, Lady Bird, My Neighbor Totoro, Poor Things",Barbie,,,"Avengers: Endgame, Booksmart, Deadpool and Wolverine, Die Hard, Dune, Encanto, Everything Everywhere All at Once, Get Out, Jurassic Park, Knives Out, Mad Max: Fury Road, Oppenheimer, Spider-Man: Into the Spiderverse, Star Wars: A New Hope, The Matrix, To All The Boys I've Loved",Professor showing step by step examples in class similar to assignments and exams. ,I have never used Python.,
9/3/2024 7:52:59,BME,Pen-and-paper math,No,Excited to learn foundational probability/statistics concepts.,Coffee,11,3,"Avengers: Endgame, Dune","Deadpool and Wolverine, Die Hard",,,,"Barbie, Booksmart, Encanto, Everything Everywhere All at Once",Being proactive,I have never used Python.,
9/3/2024 8:15:32,CE,Programming algorithms,No,Excited to learn about machine learning and data analysis.,Energy Drink,12,8,"Deadpool and Wolverine, Everything Everywhere All at Once, Inside Out 2, Interstellar, Star Wars: A New Hope, The Matrix","Barbie, Jurassic Park, Back to the Future, Knives Out, Oppenheimer",,,,"Avengers: Endgame, Booksmart, Die Hard, Dune, Encanto, Get Out, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Poor Things, Spider-Man: Into the Spiderverse, To All The Boys I've Loved",,Competent,
9/3/2024 8:53:26,CE,Programming algorithms,No,Excited to learn foundational probability/statistics concepts.,Soda,11,4,"Avengers: Endgame, Deadpool and Wolverine","Barbie, Die Hard, Dune, Encanto",,,,"Booksmart, Everything Everywhere All at Once",,Beginner,
9/3/2024 9:03:17,EE,Pen-and-paper math,No,Excited to learn about machine learning and data analysis.,Tea,10,14,"Avengers: Endgame, Die Hard, Dune",Encanto,Booksmart,,,"Barbie, Deadpool and Wolverine, Everything Everywhere All at Once",Good office hours and resources to ask questions when confused on concepts ,Beginner,
9/3/2024 9:06:17,ME,Writing reports and making presentations,Yes,Just want to get through the semester.,I don't drink caffeinated drinks.,14,3,"Deadpool and Wolverine, Spider-Man: Into the Spiderverse","Avengers: Endgame, Jurassic Park, Knives Out, Oppenheimer, The Matrix","Barbie, Everything Everywhere All at Once",,,"Booksmart, Die Hard, Dune, Encanto, Get Out, Inside Out 2, Interstellar, Back to the Future, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Poor Things, Star Wars: A New Hope, To All The Boys I've Loved",,Beginner,
9/3/2024 10:16:41,ME,Pen-and-paper math,No,Excited to learn about machine learning and data analysis.,Coffee,12,4,Dune,"Avengers: Endgame, Barbie, Die Hard",Encanto,,,"Booksmart, Deadpool and Wolverine, Everything Everywhere All at Once",,Beginner,
9/3/2024 10:41:36,BME,Pen-and-paper math,No,Hoping to get a good grade.,I don't drink caffeinated drinks.,12,2,"Oppenheimer, Star Wars: A New Hope","Barbie, Everything Everywhere All at Once",,,,"Avengers: Endgame, Booksmart, Deadpool and Wolverine, Die Hard, Dune, Encanto, Get Out, Inside Out 2, Interstellar, Jurassic Park, Back to the Future, Knives Out, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Poor Things, Spider-Man: Into the Spiderverse, The Matrix, To All The Boys I've Loved",,I have never used Python.,
9/3/2024 10:54:12,ME,Pen-and-paper math,No,Hoping to get a good grade.,Coffee,14,10,Oppenheimer,Barbie,,,,,,Beginner,
9/3/2024 10:59:36,BME,Pen-and-paper math,Yes,Hoping to get a good grade.,Coffee,12,5,"Avengers: Endgame, Barbie, Everything Everywhere All at Once",,"Booksmart, Encanto",,,"Deadpool and Wolverine, Die Hard, Dune",,I have never used Python.,
9/3/2024 11:03:20,CE,Programming algorithms,No,Excited to learn about machine learning and data analysis.,Energy Drink,12,8,Avengers: Endgame,,Dune,Deadpool and Wolverine,Encanto,,Practice questions before exams.,Competent,
9/3/2024 12:42:43,EE,Pen-and-paper math,Yes,Hoping to get a good grade.,Coffee,13,1,"Booksmart, Everything Everywhere All at Once, Knives Out","Avengers: Endgame, Barbie, Die Hard, Jurassic Park, Back to the Future, Lady Bird, Poor Things, To All The Boys I've Loved","Encanto, Inside Out 2",,,"Deadpool and Wolverine, Dune, Get Out, Interstellar, Mad Max: Fury Road, My Neighbor Totoro, Oppenheimer, Spider-Man: Into the Spiderverse, Star Wars: A New Hope, The Matrix",Videos of people solving problems to help me learn how to solve problems I am unsure about ,Beginner,
9/3/2024 13:33:59,ME,Programming algorithms,No,Hoping to get a good grade.,Coffee,14,10,"Avengers: Endgame, Deadpool and Wolverine",Dune,,,,,,Competent,
9/3/2024 13:39:47,CE,Programming algorithms,No,Excited to learn about machine learning and data analysis.,Soda,13,5,"Avengers: Endgame, Deadpool and Wolverine, Die Hard, Dune, Interstellar, Jurassic Park, Back to the Future, Knives Out, Mad Max: Fury Road, Spider-Man: Into the Spiderverse, Star Wars: A New Hope, The Matrix",Oppenheimer,To All The Boys I've Loved,,,"Barbie, Booksmart, Encanto, Everything Everywhere All at Once, Get Out, Inside Out 2, Lady Bird, My Neighbor Totoro, Poor Things",Clear communication from course admin of expectations when grading things etc,Expert,
9/3/2024 14:02:56,BME,Pen-and-paper math,Yes,Excited to learn about machine learning and data analysis.,I don't drink caffeinated drinks.,13,2,,"Barbie, Encanto, Jurassic Park, Back to the Future, Spider-Man: Into the Spiderverse",Dune,Avengers: Endgame,,"Booksmart, Deadpool and Wolverine, Die Hard, Everything Everywhere All at Once, Get Out, Inside Out 2, Interstellar, Knives Out, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Oppenheimer, Poor Things, Star Wars: A New Hope, The Matrix, To All The Boys I've Loved",,Competent,
9/3/2024 15:39:36,BME,Writing reports and making presentations,Yes,Excited to learn foundational probability/statistics concepts.,Coffee,13,8,"Avengers: Endgame, Barbie, Interstellar, Jurassic Park, Lady Bird, Spider-Man: Into the Spiderverse, To All The Boys I've Loved",,,,,"Booksmart, Deadpool and Wolverine, Die Hard, Dune, Encanto, Everything Everywhere All at Once, Get Out, Inside Out 2, Back to the Future, Knives Out, Mad Max: Fury Road, My Neighbor Totoro, Oppenheimer, Poor Things, Star Wars: A New Hope, The Matrix",Recorded lectures,I have never used Python.,
9/3/2024 15:40:03,BME,Pen-and-paper math,Yes,Just want to get through the semester.,I don't drink caffeinated drinks.,12,14,"Barbie, Encanto, Inside Out 2, Back to the Future, Spider-Man: Into the Spiderverse, Star Wars: A New Hope, To All The Boys I've Loved","Everything Everywhere All at Once, Jurassic Park",Die Hard,,,"Booksmart, Deadpool and Wolverine, Dune, Get Out, Interstellar, Knives Out, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Oppenheimer, Poor Things, The Matrix",,Beginner,
9/3/2024 15:47:33,ME,Programming algorithms,No,Excited to learn foundational probability/statistics concepts.,I don't drink caffeinated drinks.,11,6,"Avengers: Endgame, Interstellar, Jurassic Park, Back to the Future, Knives Out, My Neighbor Totoro, Oppenheimer, The Matrix","Dune, Everything Everywhere All at Once, Spider-Man: Into the Spiderverse, Star Wars: A New Hope",,,,"Barbie, Booksmart, Deadpool and Wolverine, Die Hard, Encanto, Get Out, Inside Out 2, Lady Bird, Mad Max: Fury Road, Poor Things, To All The Boys I've Loved",,Beginner,
9/3/2024 16:07:49,BME,"Collecting data (in a ""wet lab"" or other setting)",No,Hoping to get a good grade.,Tea,11,7,"Barbie, Everything Everywhere All at Once, Interstellar, Jurassic Park, Knives Out, My Neighbor Totoro","Avengers: Endgame, Encanto, Get Out, Back to the Future, The Matrix",Star Wars: A New Hope,Booksmart,To All The Boys I've Loved,"Deadpool and Wolverine, Die Hard, Dune, Inside Out 2, Lady Bird, Mad Max: Fury Road, Oppenheimer, Poor Things, Spider-Man: Into the Spiderverse",,I have never used Python.,
